Auswertung,TabZeileNeu,TabZeile,aktJahr,Schuljahr,Stichdatum,GdeNr,GemeindeGde,Gemeinde,VerwaltungskreisNr,Verwaltungskreis,SchuleNr,Schule,TrägerNr,Träger,USpracheNr,Unterrichtssprache,BildungsstufeNr,Bildungsstufe,SchultypNr,Schultyp,Anzahl_Schueler,Anzahl_Frauen,Anzahl_Ausl,Anzahl_Fremdspr,Bezeichungen_fr,GemeindeGde_fr,Gemeinde_fr,Verwaltungskreis_fr,Schule_fr,Traeger_fr,Unterrichtssprache_fr,Bildungsstufe_fr,Schultyp_fr,lat,lng
1,42,1,2012,2012/13,15.09.2012,617,Gemeinde Niederhünigen,Niederhünigen,246,Verwaltungskreis Bern-Mittelland,351,"Kindergarten, Primar und Realschule Niederhünigen",22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",10,2,0,1,franz. Bezeichnungen:,Commune de Niederhünigen,Niederhünigen,Arrondissement administratif Berne-Mittelland,"Kindergarten, Primar und Realschule Niederhünigen",École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.87784,7.63644
4,31,4,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,10877,Niedermuhlern,,-,,-,10000,Total Gemeinde,,-,51,23,2,1,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Total commune de Niedermuhlern selon degré d'enseignement,-,-,Total de la commune,-,46.86141,7.46539
3,32,3,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,10877,Niedermuhlern,,-,180,Deutsch,10001,Vorschulstufe,,-,9,5,0,0,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Total commune de Niedermuhlern selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.86141,7.46539
3,32,3,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,10877,Niedermuhlern,,-,180,Deutsch,10002,Primarstufe,,-,21,9,2,1,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Total commune de Niedermuhlern selon degré d'enseignement,-,allemand,Degré primaire,-,46.86141,7.46539
3,32,3,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,10877,Niedermuhlern,,-,180,Deutsch,10003,Sekundarstufe I,,-,21,9,0,0,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Total commune de Niedermuhlern selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.86141,7.46539
2,41,2,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,206,Schule Niedermuhlern und Realschule NOW,22,Öffentliche Schule,,-,10000,Total Schule,,-,51,23,2,1,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Schule Niedermuhlern und Realschule NOW,École publique,-,Total école,-,46.85929494,7.466335448
1,42,1,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,206,Schule Niedermuhlern und Realschule NOW,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,9,5,0,0,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Schule Niedermuhlern und Realschule NOW,École publique,allemand,Degré préscolaire,Degré préscolaire,46.85929494,7.466335448
1,42,1,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,206,Schule Niedermuhlern und Realschule NOW,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,21,9,2,1,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Schule Niedermuhlern und Realschule NOW,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.85929494,7.466335448
1,42,1,2012,2012/13,15.09.2012,877,Gemeinde Niedermuhlern,Niedermuhlern,246,Verwaltungskreis Bern-Mittelland,206,Schule Niedermuhlern und Realschule NOW,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",21,9,0,0,franz. Bezeichnungen:,Commune de Niedermuhlern,Niedermuhlern,Arrondissement administratif Berne-Mittelland,Schule Niedermuhlern und Realschule NOW,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.85929494,7.466335448
4,31,4,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,10982,Niederönz,,-,,-,10000,Total Gemeinde,,-,220,112,26,33,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Total commune de Niederönz selon degré d'enseignement,-,-,Total de la commune,-,47.1858406,7.6942785
3,32,3,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,10982,Niederönz,,-,180,Deutsch,10001,Vorschulstufe,,-,27,14,2,2,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Total commune de Niederönz selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.1858406,7.6942785
3,32,3,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,10982,Niederönz,,-,180,Deutsch,10002,Primarstufe,,-,151,75,17,22,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Total commune de Niederönz selon degré d'enseignement,-,allemand,Degré primaire,-,47.1858406,7.6942785
3,32,3,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,10982,Niederönz,,-,180,Deutsch,10003,Sekundarstufe I,,-,42,23,7,9,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Total commune de Niederönz selon degré d'enseignement,-,allemand,Degré secondaire I,-,47.1858406,7.6942785
2,41,2,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,1401,Kindergarten Niederönz,22,Öffentliche Schule,,-,10000,Total Schule,,-,27,14,2,2,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Kindergarten Niederönz,École publique,-,Total école,-,47.1858406,7.6942785
1,42,1,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,1401,Kindergarten Niederönz,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,27,14,2,2,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Kindergarten Niederönz,École publique,allemand,Degré préscolaire,Degré préscolaire,47.1858406,7.6942785
2,41,2,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,493,Schulhaus Oenz,22,Öffentliche Schule,,-,10000,Total Schule,,-,151,75,17,22,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Schulhaus Oenz,École publique,-,Total école,-,47.1858406,7.6942785
1,42,1,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,493,Schulhaus Oenz,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,151,75,17,22,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Schulhaus Oenz,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.1858406,7.6942785
2,41,2,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,2833,Schulhaus Oenz,22,Öffentliche Schule,,-,10000,Total Schule,,-,42,23,7,9,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Schulhaus Oenz,École publique,-,Total école,-,47.1858406,7.6942785
1,42,1,2012,2012/13,15.09.2012,982,Gemeinde Niederönz,Niederönz,244,Verwaltungskreis Oberaargau,2833,Schulhaus Oenz,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",42,23,7,9,franz. Bezeichnungen:,Commune de Niederönz,Niederönz,Arrondissement administratif Haute-Argovie,Schulhaus Oenz,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",47.1858406,7.6942785
4,31,4,2012,2012/13,15.09.2012,417,Gemeinde Niederösch,Niederösch,245,Verwaltungskreis Emmental,10417,Niederösch,,-,,-,10000,Total Gemeinde,,-,44,22,0,0,franz. Bezeichnungen:,Commune de Niederösch,Niederösch,Arrondissement administratif Emmental,Total commune de Niederösch selon degré d'enseignement,-,-,Total de la commune,-,47.11749,7.61414
3,32,3,2012,2012/13,15.09.2012,417,Gemeinde Niederösch,Niederösch,245,Verwaltungskreis Emmental,10417,Niederösch,,-,180,Deutsch,10001,Vorschulstufe,,-,13,6,0,0,franz. Bezeichnungen:,Commune de Niederösch,Niederösch,Arrondissement administratif Emmental,Total commune de Niederösch selon degré d'enseignement,-,allemand,Degré préscolaire,-,47.11749,7.61414
3,32,3,2012,2012/13,15.09.2012,417,Gemeinde Niederösch,Niederösch,245,Verwaltungskreis Emmental,10417,Niederösch,,-,180,Deutsch,10002,Primarstufe,,-,31,16,0,0,franz. Bezeichnungen:,Commune de Niederösch,Niederösch,Arrondissement administratif Emmental,Total commune de Niederösch selon degré d'enseignement,-,allemand,Degré primaire,-,47.11749,7.61414
2,41,2,2012,2012/13,15.09.2012,417,Gemeinde Niederösch,Niederösch,245,Verwaltungskreis Emmental,480,Schule Niederösch-Oberösch,22,Öffentliche Schule,,-,10000,Total Schule,,-,44,22,0,0,franz. Bezeichnungen:,Commune de Niederösch,Niederösch,Arrondissement administratif Emmental,Schule Niederösch-Oberösch,École publique,-,Total école,-,47.11749,7.61414
1,42,1,2012,2012/13,15.09.2012,417,Gemeinde Niederösch,Niederösch,245,Verwaltungskreis Emmental,480,Schule Niederösch-Oberösch,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,13,6,0,0,franz. Bezeichnungen:,Commune de Niederösch,Niederösch,Arrondissement administratif Emmental,Schule Niederösch-Oberösch,École publique,allemand,Degré préscolaire,Degré préscolaire,47.11749,7.61414
1,42,1,2012,2012/13,15.09.2012,417,Gemeinde Niederösch,Niederösch,245,Verwaltungskreis Emmental,480,Schule Niederösch-Oberösch,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,31,16,0,0,franz. Bezeichnungen:,Commune de Niederösch,Niederösch,Arrondissement administratif Emmental,Schule Niederösch-Oberösch,École publique,allemand,Degré primaire,Classes régulières degré primaire,47.11749,7.61414
4,31,4,2012,2012/13,15.09.2012,588,Gemeinde Niederried bei Interlaken,Niederried bei Interlaken,250,Verwaltungskreis Interlaken-Oberhasli,10588,Niederried bei Interlaken,,-,,-,10000,Total Gemeinde,,-,11,6,0,1,franz. Bezeichnungen:,Commune de Niederried bei Interlaken,Niederried bei Interlaken,Arrondissement administratif Interlaken-Oberhasli,Total commune de Niederried bei Interlaken selon degré d'enseignement,-,-,Total de la commune,-,46.7190062,7.9319444
3,32,3,2012,2012/13,15.09.2012,588,Gemeinde Niederried bei Interlaken,Niederried bei Interlaken,250,Verwaltungskreis Interlaken-Oberhasli,10588,Niederried bei Interlaken,,-,180,Deutsch,10002,Primarstufe,,-,11,6,0,1,franz. Bezeichnungen:,Commune de Niederried bei Interlaken,Niederried bei Interlaken,Arrondissement administratif Interlaken-Oberhasli,Total commune de Niederried bei Interlaken selon degré d'enseignement,-,allemand,Degré primaire,-,46.7190062,7.9319444
2,41,2,2012,2012/13,15.09.2012,588,Gemeinde Niederried bei Interlaken,Niederried bei Interlaken,250,Verwaltungskreis Interlaken-Oberhasli,47,Primarschule Niederried b.I.,22,Öffentliche Schule,,-,10000,Total Schule,,-,11,6,0,1,franz. Bezeichnungen:,Commune de Niederried bei Interlaken,Niederried bei Interlaken,Arrondissement administratif Interlaken-Oberhasli,Primarschule Niederried b.I.,École publique,-,Total école,-,46.71903296,7.932710674
1,42,1,2012,2012/13,15.09.2012,588,Gemeinde Niederried bei Interlaken,Niederried bei Interlaken,250,Verwaltungskreis Interlaken-Oberhasli,47,Primarschule Niederried b.I.,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,11,6,0,1,franz. Bezeichnungen:,Commune de Niederried bei Interlaken,Niederried bei Interlaken,Arrondissement administratif Interlaken-Oberhasli,Primarschule Niederried b.I.,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.71903296,7.932710674
4,31,4,2012,2012/13,15.09.2012,764,Gemeinde Niederstocken,Niederstocken,247,Verwaltungskreis Thun,10764,Niederstocken,,-,,-,10000,Total Gemeinde,,-,29,20,2,1,franz. Bezeichnungen:,Commune de Niederstocken,Niederstocken,Arrondissement administratif Thoune,Total commune de Niederstocken selon degré d'enseignement,-,-,Total de la commune,-,46.71074,7.57289
3,32,3,2012,2012/13,15.09.2012,764,Gemeinde Niederstocken,Niederstocken,247,Verwaltungskreis Thun,10764,Niederstocken,,-,180,Deutsch,10002,Primarstufe,,-,27,18,2,1,franz. Bezeichnungen:,Commune de Niederstocken,Niederstocken,Arrondissement administratif Thoune,Total commune de Niederstocken selon degré d'enseignement,-,allemand,Degré primaire,-,46.71074,7.57289
3,32,3,2012,2012/13,15.09.2012,764,Gemeinde Niederstocken,Niederstocken,247,Verwaltungskreis Thun,10764,Niederstocken,,-,180,Deutsch,10003,Sekundarstufe I,,-,2,2,0,0,franz. Bezeichnungen:,Commune de Niederstocken,Niederstocken,Arrondissement administratif Thoune,Total commune de Niederstocken selon degré d'enseignement,-,allemand,Degré secondaire I,-,46.71074,7.57289
2,41,2,2012,2012/13,15.09.2012,764,Gemeinde Niederstocken,Niederstocken,247,Verwaltungskreis Thun,102,Schule Niederstocken,22,Öffentliche Schule,,-,10000,Total Schule,,-,29,20,2,1,franz. Bezeichnungen:,Commune de Niederstocken,Niederstocken,Arrondissement administratif Thoune,Schule Niederstocken,École publique,-,Total école,-,46.71074,7.57289
1,42,1,2012,2012/13,15.09.2012,764,Gemeinde Niederstocken,Niederstocken,247,Verwaltungskreis Thun,102,Schule Niederstocken,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,27,18,2,1,franz. Bezeichnungen:,Commune de Niederstocken,Niederstocken,Arrondissement administratif Thoune,Schule Niederstocken,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.71074,7.57289
1,42,1,2012,2012/13,15.09.2012,764,Gemeinde Niederstocken,Niederstocken,247,Verwaltungskreis Thun,102,Schule Niederstocken,22,Öffentliche Schule,180,Deutsch,10003,Sekundarstufe I,20005,"Realklassen, RILZ3+ und integrierte Sonderschulung",2,2,0,0,franz. Bezeichnungen:,Commune de Niederstocken,Niederstocken,Arrondissement administratif Thoune,Schule Niederstocken,École publique,allemand,Degré secondaire I,"Classes générales, OAIr3+ et enseignement spécialisé intégré",46.71074,7.57289
4,31,4,2012,2012/13,15.09.2012,724,Gemeinde Nods,Nods,241,Arrondissement administratif Jura bernois,10724,Nods,,-,,-,10000,Total Gemeinde,,-,66,30,3,11,franz. Bezeichnungen:,Commune de Nods,Nods,Arrondissement administratif Jura bernois,Total commune de Nods selon degré d'enseignement,-,-,Total de la commune,-,47.1146743,7.0801103
3,32,3,2012,2012/13,15.09.2012,724,Gemeinde Nods,Nods,241,Arrondissement administratif Jura bernois,10724,Nods,,-,181,Französisch,10002,Primarstufe,,-,66,30,3,11,franz. Bezeichnungen:,Commune de Nods,Nods,Arrondissement administratif Jura bernois,Total commune de Nods selon degré d'enseignement,-,français,Degré primaire,-,47.1146743,7.0801103
2,41,2,2012,2012/13,15.09.2012,724,Gemeinde Nods,Nods,241,Arrondissement administratif Jura bernois,2091,Ecole primaire Nods,22,Öffentliche Schule,,-,10000,Total Schule,,-,66,30,3,11,franz. Bezeichnungen:,Commune de Nods,Nods,Arrondissement administratif Jura bernois,Ecole primaire Nods,École publique,-,Total école,-,47.12310174,7.076534085
1,42,1,2012,2012/13,15.09.2012,724,Gemeinde Nods,Nods,241,Arrondissement administratif Jura bernois,2091,Ecole primaire Nods,22,Öffentliche Schule,181,Französisch,10002,Primarstufe,20002,Regelklasse Primarstufe,66,30,3,11,franz. Bezeichnungen:,Commune de Nods,Nods,Arrondissement administratif Jura bernois,Ecole primaire Nods,École publique,français,Degré primaire,Classes régulières degré primaire,47.12310174,7.076534085
4,31,4,2012,2012/13,15.09.2012,878,Gemeinde Noflen,Noflen,246,Verwaltungskreis Bern-Mittelland,10878,Noflen,,-,,-,10000,Total Gemeinde,,-,25,16,0,0,franz. Bezeichnungen:,Commune de Noflen,Noflen,Arrondissement administratif Berne-Mittelland,Total commune de Noflen selon degré d'enseignement,-,-,Total de la commune,-,46.8064368,7.5450818
3,32,3,2012,2012/13,15.09.2012,878,Gemeinde Noflen,Noflen,246,Verwaltungskreis Bern-Mittelland,10878,Noflen,,-,180,Deutsch,10001,Vorschulstufe,,-,25,16,0,0,franz. Bezeichnungen:,Commune de Noflen,Noflen,Arrondissement administratif Berne-Mittelland,Total commune de Noflen selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.8064368,7.5450818
2,41,2,2012,2012/13,15.09.2012,878,Gemeinde Noflen,Noflen,246,Verwaltungskreis Bern-Mittelland,214,Kindergärten Noflen,22,Öffentliche Schule,,-,10000,Total Schule,,-,25,16,0,0,franz. Bezeichnungen:,Commune de Noflen,Noflen,Arrondissement administratif Berne-Mittelland,Kindergärten Noflen,École publique,-,Total école,-,46.80485731,7.546171279
1,42,1,2012,2012/13,15.09.2012,878,Gemeinde Noflen,Noflen,246,Verwaltungskreis Bern-Mittelland,214,Kindergärten Noflen,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,25,16,0,0,franz. Bezeichnungen:,Commune de Noflen,Noflen,Arrondissement administratif Berne-Mittelland,Kindergärten Noflen,École publique,allemand,Degré préscolaire,Degré préscolaire,46.80485731,7.546171279
4,31,4,2012,2012/13,15.09.2012,357,Gemeinde Oberbalm,Oberbalm,246,Verwaltungskreis Bern-Mittelland,10357,Oberbalm,,-,,-,10000,Total Gemeinde,,-,64,29,2,4,franz. Bezeichnungen:,Commune d'Oberbalm,Oberbalm,Arrondissement administratif Berne-Mittelland,Total commune d'Oberbalm selon degré d'enseignement,-,-,Total de la commune,-,46.8736,7.40161
3,32,3,2012,2012/13,15.09.2012,357,Gemeinde Oberbalm,Oberbalm,246,Verwaltungskreis Bern-Mittelland,10357,Oberbalm,,-,180,Deutsch,10001,Vorschulstufe,,-,16,9,1,2,franz. Bezeichnungen:,Commune d'Oberbalm,Oberbalm,Arrondissement administratif Berne-Mittelland,Total commune d'Oberbalm selon degré d'enseignement,-,allemand,Degré préscolaire,-,46.8736,7.40161
3,32,3,2012,2012/13,15.09.2012,357,Gemeinde Oberbalm,Oberbalm,246,Verwaltungskreis Bern-Mittelland,10357,Oberbalm,,-,180,Deutsch,10002,Primarstufe,,-,48,20,1,2,franz. Bezeichnungen:,Commune d'Oberbalm,Oberbalm,Arrondissement administratif Berne-Mittelland,Total commune d'Oberbalm selon degré d'enseignement,-,allemand,Degré primaire,-,46.8736,7.40161
2,41,2,2012,2012/13,15.09.2012,357,Gemeinde Oberbalm,Oberbalm,246,Verwaltungskreis Bern-Mittelland,268,Kindergarten und Primarschule Oberbalm,22,Öffentliche Schule,,-,10000,Total Schule,,-,64,29,2,4,franz. Bezeichnungen:,Commune d'Oberbalm,Oberbalm,Arrondissement administratif Berne-Mittelland,Kindergarten und Primarschule Oberbalm,École publique,-,Total école,-,46.87233935,7.404326549
1,42,1,2012,2012/13,15.09.2012,357,Gemeinde Oberbalm,Oberbalm,246,Verwaltungskreis Bern-Mittelland,268,Kindergarten und Primarschule Oberbalm,22,Öffentliche Schule,180,Deutsch,10001,Vorschulstufe,20001,Vorschulstufe,16,9,1,2,franz. Bezeichnungen:,Commune d'Oberbalm,Oberbalm,Arrondissement administratif Berne-Mittelland,Kindergarten und Primarschule Oberbalm,École publique,allemand,Degré préscolaire,Degré préscolaire,46.87233935,7.404326549
1,42,1,2012,2012/13,15.09.2012,357,Gemeinde Oberbalm,Oberbalm,246,Verwaltungskreis Bern-Mittelland,268,Kindergarten und Primarschule Oberbalm,22,Öffentliche Schule,180,Deutsch,10002,Primarstufe,20002,Regelklasse Primarstufe,48,20,1,2,franz. Bezeichnungen:,Commune d'Oberbalm,Oberbalm,Arrondissement administratif Berne-Mittelland,Kindergarten und Primarschule Oberbalm,École publique,allemand,Degré primaire,Classes régulières degré primaire,46.87233935,7.404326549
4,31,4,2012,2012/13,15.09.2012,983,Gemeinde Oberbipp,Oberbipp,244,Verwaltungskreis Oberaargau,10983,Oberbipp,,-,,-,10000,Total Gemeinde,,-,125,59,14,19,franz. Bezeichnungen:,Commune d'Oberbipp,Oberbipp,Arrondissement administratif Haute-Argovie,Total commune d'Oberbipp selon degré d'enseignement,-,-,Total de la commune,-,47.2612346,7.6581853
